EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,OMNI_LAT_deg,OMNI_LONG_deg,OMNI_BR_nT,OMNI_BT_nT,OMNI_BN_nT,OMNI_MAG_AVG_nT,OMNI_SPEED_kms,OMNI_DENSITY_Ncm3,OMNI_TEMP_DegK
 1973-12-15T00:00:00.000Z,-0.9,7,7.2,-1.8,4.5,9,456,7.9,215192
 1973-12-15T01:00:00.000Z,-0.9,7.1,3.8,-3.7,1.6,7.4,451,9.8,246098
 1973-12-15T02:00:00.000Z,-0.9,7.1,2.7,-3.8,1.3,6.8,443,10.2,229318
 1973-12-15T03:00:00.000Z,-0.9,7.2,3.1,-2.9,1.2,5.3,439,9.6,259365
 1973-12-15T04:00:00.000Z,-0.9,7.2,4.1,-2.6,0.8,5.4,441,7.7,208459
 1973-12-15T05:00:00.000Z,-0.9,7.2,3.5,-1.5,-1,4.9,428,8.4,229628
 1973-12-15T06:00:00.000Z,-0.9,7.3,4.4,-2.4,-2.6,5.9,420,7.7,225935
 1973-12-15T07:00:00.000Z,-0.9,7.3,1.7,-4.7,0.4,6,413,7.9,155769
 1973-12-15T08:00:00.000Z,-0.9,7.4,2.4,-6,-0.4,8.2,406,7,115851
 1973-12-15T09:00:00.000Z,-0.9,7.4,3.4,-5.1,4.3,8,406,6.9,109954
 1973-12-15T10:00:00.000Z,-0.9,7.5,4.8,-3.6,2.5,7.4,394,7.5,129201
 1973-12-15T11:00:00.000Z,-1,7.5,0.2,-4.8,-1,6.1,389,8.2,120778
 1973-12-15T12:00:00.000Z,-1,7.5,-4.5,-0.2,-3.1,6.3,414,9,118576
 1973-12-15T13:00:00.000Z,-1,7.6,-5.4,-0.5,-0.1,5.6,415,9.3,106797
 1973-12-15T14:00:00.000Z,-1,7.6,-2.3,-2.5,1.5,4.4,403,8,97079
 1973-12-15T15:00:00.000Z,-1,7.7,0,-3.6,2.3,4.7,386,7.8,70057
 1973-12-15T16:00:00.000Z,-1,7.7,2.5,-2.4,1.6,4.2,379,9.4,54941
 1973-12-15T17:00:00.000Z,-1,7.7,3.1,-1.8,1.7,4.5,373,10.1,52269
 1973-12-15T18:00:00.000Z,-1,7.8,3.1,-2.3,1.4,4.6,373,9.3,60462
 1973-12-15T19:00:00.000Z,-1,7.8,3.2,-1.9,1.1,4.2,371,8,54171
 1973-12-15T20:00:00.000Z,-1,7.9,2.9,-2,1.1,4,367,8.1,46752
 1973-12-15T21:00:00.000Z,-1,7.9,3.3,0.4,0.3,3.5,368,7.9,47471
 1973-12-15T22:00:00.000Z,-1,8,3.5,-0.1,-0.3,3.5,374,7.4,51144
 1973-12-15T23:00:00.000Z,-1,8,2.9,-1,-0.6,3.2,369,7.2,48196
 1973-12-16T00:00:00.000Z,-1,8,2.6,-0.8,0.2,2.9,367,7.1,42199
 1973-12-16T01:00:00.000Z,-1,8.1,2.4,-1.2,-0.6,2.8,363,7.6,46752
 1973-12-16T02:00:00.000Z,-1,8.1,2.7,-1.2,-0.9,3.1,356,7.3,47570
 1973-12-16T03:00:00.000Z,-1,8.2,1.2,-1.7,-0.2,3.1,351,7.3,44267
 1973-12-16T04:00:00.000Z,-1,8.2,1.9,-2.5,-0.7,3.3,343,8.1,47220
 1973-12-16T05:00:00.000Z,-1,8.2,1.9,-2.5,-0.6,3.3,340,8.8,43722
 1973-12-16T06:00:00.000Z,-1.1,8.3,2.8,-1.6,0.3,3.4,333,9.4,45335
 1973-12-16T07:00:00.000Z,-1.1,8.3,2.7,-2,0.2,3.6,334,9.8,31120
 1973-12-16T08:00:00.000Z,-1.1,8.4,1.5,-2,-0.8,3,340,9.7,35421
 1973-12-16T09:00:00.000Z,-1.1,8.4,2.3,-2.1,0.3,3.2,339,13.1,39024
 1973-12-16T10:00:00.000Z,-1.1,8.5,2.2,-2.6,0,3.5,340,16.9,27311
 1973-12-16T11:00:00.000Z,-1.1,8.5,1.9,-1.9,0.2,3.4,343,19,37011
 1973-12-16T12:00:00.000Z,-1.1,8.5,1.9,0.3,1.5,2.7,343,21.5,27047
 1973-12-16T13:00:00.000Z,-1.1,8.6,1.9,-0.7,1.3,2.8,344,22.6,23336
 1973-12-16T14:00:00.000Z,-1.1,8.6,0.9,-0.1,0.9,3,335,20.7,24207
 1973-12-16T15:00:00.000Z,-1.1,8.7,1.8,1.1,0.1,3,357,13.9,37069
 1973-12-16T16:00:00.000Z,-1.1,8.7,2.9,-0.3,2.3,3.8,357,14.4,34557
 1973-12-16T17:00:00.000Z,-1.1,8.8,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,352,14.5,36125
 1973-12-16T18:00:00.000Z,-1.1,8.8,0.3,-2.7,-0.9,3.2,346,15.2,32355
 1973-12-16T19:00:00.000Z,-1.1,8.8,1.9,-2,1.3,3.5,339,17.7,30012
 1973-12-16T20:00:00.000Z,-1.1,8.9,0.6,0.3,1.9,2.7,338,17.4,25225
 1973-12-16T21:00:00.000Z,-1.1,8.9,-1,2.7,0.5,3.6,340,16.8,29190
 1973-12-16T22:00:00.000Z,-1.1,9,-0.4,3.2,0.9,3.5,341,16.3,31601
 1973-12-16T23:00:00.000Z,-1.1,9,-1.1,2.1,1.7,3.3,341,15.9,29653
 1973-12-17T00:00:00.000Z,-1.1,9,-2.4,-0.1,0.5,3.6,334,15.6,31681
 1973-12-17T01:00:00.000Z,-1.2,9.1,-2.7,-0.4,-2.5,3.7,335,17.1,38718
 1973-12-17T02:00:00.000Z,-1.2,9.1,-1.8,-0.8,-3.2,3.8,339,18.7,35421
 1973-12-17T03:00:00.000Z,-1.2,9.2,-1.4,-0.8,-3.4,3.8,339,20.5,28379
 1973-12-17T04:00:00.000Z,-1.2,9.2,-3.3,-0.2,-3.7,5.1,335,16.7,26521
 1973-12-17T05:00:00.000Z,-1.2,9.3,-3.4,0.5,-3,4.5,334,20.4,18691
 1973-12-17T06:00:00.000Z,-1.2,9.3,-3,0.1,-3.1,4.4,339,21.1,29190
 1973-12-17T07:00:00.000Z,-1.2,9.3,-3.5,1.4,-3.6,5.3,340,19.1,32814
 1973-12-17T08:00:00.000Z,-1.2,9.4,-3.2,2,-2.8,5.1,340,19,31963
 1973-12-17T09:00:00.000Z,-1.2,9.4,-3.5,5.4,-0.9,6.7,360,11.9,47111
 1973-12-17T10:00:00.000Z,-1.2,9.5,-4.1,5,0.4,6.7,362,10.3,63727
 1973-12-17T11:00:00.000Z,-1.2,9.5,-4,4.6,1.4,6.5,359,9.7,73003
 1973-12-17T12:00:00.000Z,-1.2,9.6,-3.8,3.1,0,5.7,359,9.3,76538
 1973-12-17T13:00:00.000Z,-1.2,9.6,-4.2,3.4,0.9,5.8,360,8.6,73545
 1973-12-17T14:00:00.000Z,-1.2,9.6,-4.4,1.8,1.9,5.3,370,8.3,82600
 1973-12-17T15:00:00.000Z,-1.2,9.7,-3.6,1.9,-1.4,4.8,378,7.9,88264
 1973-12-17T16:00:00.000Z,-1.2,9.7,-4.4,1.7,-1.3,5,378,8,76660
 1973-12-17T17:00:00.000Z,-1.2,9.8,-3.5,2.7,-2.4,5.1,375,9,69626
 1973-12-17T18:00:00.000Z,-1.2,9.8,-3.6,3,-0.6,4.7,375,9.3,73104
 1973-12-17T19:00:00.000Z,-1.2,9.8,-3.1,2,-3.5,5.1,382,8.6,71355
 1973-12-17T20:00:00.000Z,-1.3,9.9,-3.7,3.2,-2,5.3,384,8.1,78920
 1973-12-17T21:00:00.000Z,-1.3,9.9,-0.5,2,-1.2,5.6,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-17T22:00:00.000Z,-1.3,10,-4,3.5,-1.7,5.9,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-17T23:00:00.000Z,-1.3,10,-4.4,3.3,-0.9,5.8,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-18T00:00:00.000Z,-1.3,10.1,-4.7,2.6,0.3,5.6,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-18T01:00:00.000Z,-1.3,10.1,-5.3,1.6,0.8,5.7,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-18T02:00:00.000Z,-1.3,10.1,-5.3,1.7,0.7,5.8,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-18T03:00:00.000Z,-1.3,10.2,-5.1,2.5,0.8,5.9,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-18T04:00:00.000Z,-1.3,10.2,-4.8,1.6,1.9,5.5,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-18T05:00:00.000Z,-1.3,10.3,-3.8,0.9,2.3,4.7,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-18T06:00:00.000Z,-1.3,10.3,-3.2,1.4,2.4,4.3,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-18T07:00:00.000Z,-1.3,10.4,-3.4,1.5,3.2,5.1,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-18T08:00:00.000Z,-1.3,10.4,-3,2.3,2.7,5.2,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-18T09:00:00.000Z,-1.3,10.4,-0.2,2.3,3,4,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-18T10:00:00.000Z,-1.3,10.5,-4.2,1.8,2.2,5.3,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-18T11:00:00.000Z,-1.3,10.5,-4,1.7,1.9,5,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-18T12:00:00.000Z,-1.3,10.6,-3.3,2.1,1.5,4.5,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-18T13:00:00.000Z,-1.3,10.6,-3.4,0.9,2.6,4.8,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-18T14:00:00.000Z,-1.3,10.6,-3.5,1.6,0.3,4.3,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-18T15:00:00.000Z,-1.4,10.7,-3.1,1.5,-2.6,4.8,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-18T16:00:00.000Z,-1.4,10.7,-2.6,3.3,-1.5,4.8,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-18T17:00:00.000Z,-1.4,10.8,-1.5,3.2,0.8,4.8,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-18T18:00:00.000Z,-1.4,10.8,-1.7,2.6,0,4.5,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-18T19:00:00.000Z,-1.4,10.9,-1.1,3.7,3.4,5.4,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-18T20:00:00.000Z,-1.4,10.9,-1,3.7,4.3,6,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-18T21:00:00.000Z,-1.4,10.9,-1.8,2.6,4.6,5.9,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-18T22:00:00.000Z,-1.4,11,-2.4,2.4,4.6,6,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-18T23:00:00.000Z,-1.4,11,-1.2,2.6,5.1,6,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-19T00:00:00.000Z,-1.4,11.1,-2.5,2.3,4,5.5,348,10.1,43717
 1973-12-19T01:00:00.000Z,-1.4,11.1,-2.8,1.7,3.6,5,347,9.9,44419
 1973-12-19T02:00:00.000Z,-1.4,11.2,-2.3,0.5,4,4.7,349,10.8,41700
 1973-12-19T03:00:00.000Z,-1.4,11.2,-0.6,-0.7,3,3.7,353,17,33012
 1973-12-19T04:00:00.000Z,-1.4,11.2,1.3,-2.8,2.9,4.3,353,17.5,33311
 1973-12-19T05:00:00.000Z,-1.4,11.3,-2.2,1.5,0.5,4.5,350,16.1,45997
 1973-12-19T06:00:00.000Z,-1.4,11.3,-0.8,-0.3,-1.5,3,359,19.5,38569
 1973-12-19T07:00:00.000Z,-1.4,11.4,1.4,-1.4,0.4,2.3,359,23.3,26503
 1973-12-19T08:00:00.000Z,-1.4,11.4,-0.7,-0.5,-0.5,1.6,359,23.9,24873
 1973-12-19T09:00:00.000Z,-1.4,11.4,-0.2,1,0.6,2.6,366,33.6,30123
 1973-12-19T10:00:00.000Z,-1.5,11.5,3.1,-1.5,0,4.2,372,38.5,25872
 1973-12-19T11:00:00.000Z,-1.5,11.5,2.8,-0.1,-2.2,4.1,367,37.4,26698
 1973-12-19T12:00:00.000Z,-1.5,11.6,2.9,-1,-1.6,3.6,364,40.3,28961
 1973-12-19T13:00:00.000Z,-1.5,11.6,4.4,-0.6,-2.5,5.4,360,40.2,28103
 1973-12-19T14:00:00.000Z,-1.5,11.7,3,-6.1,3.2,7.6,381,44.6,52269
 1973-12-19T15:00:00.000Z,-1.5,11.7,0.7,-5.6,3.2,7,387,54.1,54941
 1973-12-19T16:00:00.000Z,-1.5,11.7,5.9,-9.5,-3,15.2,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-19T17:00:00.000Z,-1.5,11.8,8.1,-7.2,-3.8,13.8,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-19T18:00:00.000Z,-1.5,11.8,7.6,-8.1,-1.5,12.5,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-19T19:00:00.000Z,-1.5,11.9,9,-7,0,11.8,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-19T20:00:00.000Z,-1.5,11.9,9.8,-5.8,-0.4,11.7,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-19T21:00:00.000Z,-1.5,12,6.5,-6,-2.6,9.8,428,13.3,176992
 1973-12-19T22:00:00.000Z,-1.5,12,6.8,-5.2,-0.2,10.2,438,11.5,169290
 1973-12-19T23:00:00.000Z,-1.5,12,9.4,-4.5,-0.4,10.6,460,9.5,167473
 1973-12-20T00:00:00.000Z,-1.5,12.1,9.1,-2.8,-1.1,10,468,10.2,168929
 1973-12-20T01:00:00.000Z,-1.5,12.1,9.1,-4.1,-1.3,10.2,470,11,173141
 1973-12-20T02:00:00.000Z,-1.5,12.2,8.5,-2.2,-3.2,10.2,467,9.8,193790
 1973-12-20T03:00:00.000Z,-1.5,12.2,9.9,-6.2,-1.2,11.9,515,6.2,217739
 1973-12-20T04:00:00.000Z,-1.5,12.2,8.6,-6.6,-1.4,11.3,531,6.6,283592
 1973-12-20T05:00:00.000Z,-1.6,12.3,8.2,-5.4,2.2,10.5,527,7.4,280011
 1973-12-20T06:00:00.000Z,-1.6,12.3,9.1,-5.6,-0.4,11.4,521,7.4,220662
 1973-12-20T07:00:00.000Z,-1.6,12.4,8.3,-5.8,-0.8,11,503,8.5,208439
 1973-12-20T08:00:00.000Z,-1.6,12.4,7.6,-5.7,-0.9,10,507,8.7,248790
 1973-12-20T09:00:00.000Z,-1.6,12.5,2.8,0.4,-1.2,7.7,544,8.2,365952
 1973-12-20T10:00:00.000Z,-1.6,12.5,-1.6,3.7,1.2,7.8,561,8,394356
 1973-12-20T11:00:00.000Z,-1.6,12.5,6,-0.6,-3.1,8,557,7.7,404305
 1973-12-20T12:00:00.000Z,-1.6,12.6,7.3,-0.5,-2.2,8.1,544,6.5,360721
 1973-12-20T13:00:00.000Z,-1.6,12.6,6.3,-3.7,-0.4,8.2,556,7.1,400107
 1973-12-20T14:00:00.000Z,-1.6,12.7,6.4,-3,2.7,10.8,564,7.4,330822
 1973-12-20T15:00:00.000Z,-1.6,12.7,8.3,-7.3,1.5,11.2,555,6.8,329393
 1973-12-20T16:00:00.000Z,-1.6,12.8,6.2,-5.7,-0.1,10,575,7.4,319710
 1973-12-20T17:00:00.000Z,-1.6,12.8,7.2,-2.5,-1.7,9.5,606,7.8,377721
 1973-12-20T18:00:00.000Z,-1.6,12.8,6,-1.7,2,9.2,615,8.2,316076
 1973-12-20T19:00:00.000Z,-1.6,12.9,6,-5,-3.9,10.3,620,8.5,311914
 1973-12-20T20:00:00.000Z,-1.6,12.9,8.4,-2.3,-0.9,10.2,597,8.5,311167
 1973-12-20T21:00:00.000Z,-1.6,13,5.6,-6.5,-0.4,9.9,605,8.4,314381
 1973-12-20T22:00:00.000Z,-1.6,13,6.3,-1.8,-1,9.1,592,8.3,325979
 1973-12-20T23:00:00.000Z,-1.6,13,5.6,-3.1,0.3,9.6,592,8.7,327003
 1973-12-21T00:00:00.000Z,-1.7,13.1,6.9,-4.4,-0.3,10,598,8.6,336737
 1973-12-21T01:00:00.000Z,-1.7,13.1,6.9,-6.4,0.3,10.5,594,6,256043
 1973-12-21T02:00:00.000Z,-1.7,13.2,7.4,-2.5,1.5,8.4,657,6.8,333923
 1973-12-21T03:00:00.000Z,-1.7,13.2,7.5,-3.5,1.8,9.2,669,6,309842
 1973-12-21T04:00:00.000Z,-1.7,13.3,4.4,-3.9,1.4,7.7,693,4,439949
 1973-12-21T05:00:00.000Z,-1.7,13.3,4.2,-3.5,0.1,7.4,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-21T06:00:00.000Z,-1.7,13.3,4.8,-2.8,-2.5,7.9,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-21T07:00:00.000Z,-1.7,13.4,1,-4.5,1.6,7.2,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-21T08:00:00.000Z,-1.7,13.4,3.9,-3.6,0.9,7.2,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-21T09:00:00.000Z,-1.7,13.5,3.9,-3.1,0.6,6.9,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-21T10:00:00.000Z,-1.7,13.5,4,-2.1,0.7,6.8,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-21T11:00:00.000Z,-1.7,13.6,4.6,-0.7,1.1,7.1,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-21T12:00:00.000Z,-1.7,13.6,4.1,-0.6,0.4,6.6,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-21T13:00:00.000Z,-1.7,13.6,3.3,-4.2,-1.1,6.9,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-21T14:00:00.000Z,-1.7,13.7,1.2,-2.1,-2.7,7.1,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-21T15:00:00.000Z,-1.7,13.7,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-21T16:00:00.000Z,-1.7,13.8,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-21T17:00:00.000Z,-1.7,13.8,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-21T18:00:00.000Z,-1.7,13.8,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-21T19:00:00.000Z,-1.7,13.9,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-21T20:00:00.000Z,-1.8,13.9,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-21T21:00:00.000Z,-1.8,14,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-21T22:00:00.000Z,-1.8,14,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-21T23:00:00.000Z,-1.8,14.1,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-22T00:00:00.000Z,-1.8,14.1,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-22T01:00:00.000Z,-1.8,14.1,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-22T02:00:00.000Z,-1.8,14.2,3.2,1.3,4.8,6.8,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-22T03:00:00.000Z,-1.8,14.2,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-22T04:00:00.000Z,-1.8,14.3,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-22T05:00:00.000Z,-1.8,14.3,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-22T06:00:00.000Z,-1.8,14.4,2.2,-2.5,-5.7,6.7,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-22T07:00:00.000Z,-1.8,14.4,2.5,-1,-1.6,5.3,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-22T08:00:00.000Z,-1.8,14.4,2.8,-1.5,3.1,5.1,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-22T09:00:00.000Z,-1.8,14.5,3,-1.1,0.8,4.4,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-22T10:00:00.000Z,-1.8,14.5,2.6,0,1,4.5,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-22T11:00:00.000Z,-1.8,14.6,3.4,0.1,0,4.7,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-22T12:00:00.000Z,-1.8,14.6,3.2,-0.9,-2.5,5.4,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-22T13:00:00.000Z,-1.8,14.6,3.4,0.3,3,5.2,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-22T14:00:00.000Z,-1.8,14.7,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-22T15:00:00.000Z,-1.9,14.7,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-22T16:00:00.000Z,-1.9,14.8,-0.1,-0.9,0.6,5.1,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-22T17:00:00.000Z,-1.9,14.8,4,-2.4,1.2,5.2,685,2.1,191307
 1973-12-22T18:00:00.000Z,-1.9,14.9,2.9,-3.6,1.2,5,663,2,185178
 1973-12-22T19:00:00.000Z,-1.9,14.9,3.4,-1.5,-0.3,5.3,648,2.2,230665
 1973-12-22T20:00:00.000Z,-1.9,14.9,3.5,-1.5,0.6,4.8,655,2.5,245901
 1973-12-22T21:00:00.000Z,-1.9,15,4,-1,1.1,5,655,2.6,252418
 1973-12-22T22:00:00.000Z,-1.9,15,0.9,-3.1,-2.7,4.8,668,2.5,255873
 1973-12-22T23:00:00.000Z,-1.9,15.1,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,678,2.4,250462
 1973-12-23T00:00:00.000Z,-1.9,15.1,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,676,2.4,239843
 1973-12-23T01:00:00.000Z,-1.9,15.2,2.1,-2.4,-1.4,4.2,660,2.4,225287
 1973-12-23T02:00:00.000Z,-1.9,15.2,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,673,2.2,248234
 1973-12-23T03:00:00.000Z,-1.9,15.2,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,656,2.2,241539
 1973-12-23T04:00:00.000Z,-1.9,15.3,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,662,2.2,230410
 1973-12-23T05:00:00.000Z,-1.9,15.3,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,681,2.4,250818
 1973-12-23T06:00:00.000Z,-1.9,15.4,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,650,2.5,221436
 1973-12-23T07:00:00.000Z,-1.9,15.4,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,645,2.3,238187
 1973-12-23T08:00:00.000Z,-1.9,15.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,634,2.5,229091
 1973-12-23T09:00:00.000Z,-1.9,15.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,625,2.1,179857
 1973-12-23T10:00:00.000Z,-2,15.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,629,2.2,199899
 1973-12-23T11:00:00.000Z,-2,15.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-23T12:00:00.000Z,-2,15.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-23T13:00:00.000Z,-2,15.7,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-12-23T14:00:00.000Z,-2,15.7,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,576,1.3,209729
 1973-12-23T15:00:00.000Z,-2,15.7,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,567,1.5,172281
 1973-12-23T16:00:00.000Z,-2,15.8,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,550,1.9,152688
 1973-12-23T17:00:00.000Z,-2,15.8,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,562,2,170939
 1973-12-23T18:00:00.000Z,-2,15.9,2.9,0.6,-1.7,4.6,577,2.3,215659
 1973-12-23T19:00:00.000Z,-2,15.9,1.1,-1.7,1.6,4.1,589,2.6,189370
 1973-12-23T20:00:00.000Z,-2,16,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,553,2.4,187317
 1973-12-23T21:00:00.000Z,-2,16,-0.3,-1.8,-0.7,4.1,587,2.9,156930
 1973-12-23T22:00:00.000Z,-2,16,-2.2,-2.1,-0.1,3.3,579,4.7,89474
