EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,HELIOGRAPHIC_LATITUDE_deg,HELIOGRAPHIC_LONGITUDE_deg,BULK_FLOW_SPEED_km_s,ION_DENSITY_N_cm3,
 2019-08-30T06:00:00.000Z,7.1,259.3,386,5.6,
 2019-08-30T07:00:00.000Z,7.1,259.3,383,5.5,
 2019-08-30T08:00:00.000Z,7.1,259.4,379,5.9,
 2019-08-30T09:00:00.000Z,7.1,259.4,379,6.3,
 2019-08-30T10:00:00.000Z,7.1,259.5,386,7.8,
 2019-08-30T11:00:00.000Z,7.1,259.5,390,10.5,
 2019-08-30T12:00:00.000Z,7.1,259.5,394,13,
 2019-08-30T13:00:00.000Z,7.1,259.6,394,19.1,
 2019-08-30T14:00:00.000Z,7.1,259.6,414,14.7,
 2019-08-30T15:00:00.000Z,7.1,259.7,426,10.2,
 2019-08-30T16:00:00.000Z,7.1,259.7,442,7.8,
 2019-08-30T17:00:00.000Z,7.1,259.7,446,9.6,
 2019-08-30T18:00:00.000Z,7.1,259.8,465,8.1,
 2019-08-30T19:00:00.000Z,7.1,259.8,487,8,
 2019-08-30T20:00:00.000Z,7.1,259.9,486,9.5,
 2019-08-30T21:00:00.000Z,7.1,259.9,489,9,
 2019-08-30T22:00:00.000Z,7.1,260,540,8.3,
 2019-08-30T23:00:00.000Z,7.1,260,563,8.6,
 2019-08-31T00:00:00.000Z,7.1,260,555,9,
 2019-08-31T01:00:00.000Z,7.1,260.1,556,9.1,
 2019-08-31T02:00:00.000Z,7.1,260.1,564,8.7,
 2019-08-31T03:00:00.000Z,7.1,260.2,581,8.1,
 2019-08-31T04:00:00.000Z,7.1,260.2,588,6.3,
 2019-08-31T05:00:00.000Z,7.1,260.2,634,5.8,
 2019-08-31T06:00:00.000Z,7.1,260.3,657,4.6,
 2019-08-31T07:00:00.000Z,7.1,260.3,651,5.6,
 2019-08-31T08:00:00.000Z,7.1,260.4,629,5.5,
 2019-08-31T09:00:00.000Z,7.1,260.4,640,6.6,
 2019-08-31T10:00:00.000Z,7.2,260.4,620,7.3,
 2019-08-31T11:00:00.000Z,7.2,260.5,632,7.4,
 2019-08-31T12:00:00.000Z,7.2,260.5,661,4.9,
 2019-08-31T13:00:00.000Z,7.2,260.6,704,5.1,
 2019-08-31T14:00:00.000Z,7.2,260.6,721,3.9,
 2019-08-31T15:00:00.000Z,7.2,260.6,715,3.6,
 2019-08-31T16:00:00.000Z,7.2,260.7,707,3.4,
 2019-08-31T17:00:00.000Z,7.2,260.7,720,2.9,
 2019-08-31T18:00:00.000Z,7.2,260.8,710,2.8,
 2019-08-31T19:00:00.000Z,7.2,260.8,700,2.8,
 2019-08-31T20:00:00.000Z,7.2,260.8,692,2.6,
 2019-08-31T21:00:00.000Z,7.2,260.9,692,2.4,
 2019-08-31T22:00:00.000Z,7.2,260.9,694,2.5,
 2019-08-31T23:00:00.000Z,7.2,261,679,2.5,
 2019-09-01T00:00:00.000Z,7.2,261,681,2.8,
 2019-09-01T01:00:00.000Z,7.2,261,722,3.2,
 2019-09-01T02:00:00.000Z,7.2,261.1,752,3.3,
 2019-09-01T03:00:00.000Z,7.2,261.1,739,3.1,
 2019-09-01T04:00:00.000Z,7.2,261.2,746,3,
 2019-09-01T05:00:00.000Z,7.2,261.2,743,2.7,
 2019-09-01T06:00:00.000Z,7.2,261.2,743,2.7,
 2019-09-01T07:00:00.000Z,7.2,261.3,727,2.8,
 2019-09-01T08:00:00.000Z,7.2,261.3,723,3.2,
 2019-09-01T09:00:00.000Z,7.2,261.4,726,3.4,
 2019-09-01T10:00:00.000Z,7.2,261.4,673,3.6,
 2019-09-01T11:00:00.000Z,7.2,261.5,679,3.7,
 2019-09-01T12:00:00.000Z,7.2,261.5,666,4.1,
 2019-09-01T13:00:00.000Z,7.2,261.5,643,4.2,
 2019-09-01T14:00:00.000Z,7.2,261.6,648,4.4,
 2019-09-01T15:00:00.000Z,7.2,261.6,637,4.6,
 2019-09-01T16:00:00.000Z,7.2,261.7,667,3.6,
 2019-09-01T17:00:00.000Z,7.2,261.7,682,3.5,
 2019-09-01T18:00:00.000Z,7.2,261.7,692,3.4,
 2019-09-01T19:00:00.000Z,7.2,261.8,697,3.5,
 2019-09-01T20:00:00.000Z,7.2,261.8,660,3.6,
 2019-09-01T21:00:00.000Z,7.2,261.9,670,3.6,
 2019-09-01T22:00:00.000Z,7.2,261.9,688,3.5,
 2019-09-01T23:00:00.000Z,7.2,261.9,728,2.8,
 2019-09-02T00:00:00.000Z,7.2,262,716,2.9,
 2019-09-02T01:00:00.000Z,7.2,262,686,3.1,
 2019-09-02T02:00:00.000Z,7.2,262.1,700,3.1,
 2019-09-02T03:00:00.000Z,7.2,262.1,681,3.2,
 2019-09-02T04:00:00.000Z,7.2,262.1,691,3.1,
 2019-09-02T05:00:00.000Z,7.2,262.2,689,2.7,
 2019-09-02T06:00:00.000Z,7.2,262.2,702,2.5,
 2019-09-02T07:00:00.000Z,7.2,262.3,709,2.1,
 2019-09-02T08:00:00.000Z,7.2,262.3,703,1.8,
 2019-09-02T09:00:00.000Z,7.2,262.3,695,1.8,
 2019-09-02T10:00:00.000Z,7.2,262.4,677,2,
 2019-09-02T11:00:00.000Z,7.2,262.4,675,2.1,
 2019-09-02T12:00:00.000Z,7.2,262.5,672,2.2,
 2019-09-02T13:00:00.000Z,7.2,262.5,677,2.1,
 2019-09-02T14:00:00.000Z,7.2,262.5,679,2.2,
 2019-09-02T15:00:00.000Z,7.2,262.6,673,2.1,
 2019-09-02T16:00:00.000Z,7.2,262.6,660,1.9,
 2019-09-02T17:00:00.000Z,7.2,262.7,661,1.9,
 2019-09-02T18:00:00.000Z,7.2,262.7,667,2.2,
 2019-09-02T19:00:00.000Z,7.2,262.8,670,2.3,
 2019-09-02T20:00:00.000Z,7.2,262.8,668,2.5,
 2019-09-02T21:00:00.000Z,7.2,262.8,664,2.8,
 2019-09-02T22:00:00.000Z,7.2,262.9,667,2.6,
 2019-09-02T23:00:00.000Z,7.2,262.9,660,2.5,
 2019-09-03T00:00:00.000Z,7.2,263,659,2.3,
 2019-09-03T01:00:00.000Z,7.2,263,656,2.2,
 2019-09-03T02:00:00.000Z,7.2,263,662,2.2,
 2019-09-03T03:00:00.000Z,7.2,263.1,664,2,
 2019-09-03T04:00:00.000Z,7.2,263.1,654,1.9,
 2019-09-03T05:00:00.000Z,7.2,263.2,657,1.8,
 2019-09-03T06:00:00.000Z,7.2,263.2,637,1.9,
 2019-09-03T07:00:00.000Z,7.2,263.2,611,1.7,
 2019-09-03T08:00:00.000Z,7.2,263.3,607,1.7,
 2019-09-03T09:00:00.000Z,7.2,263.3,609,1.9,
 2019-09-03T10:00:00.000Z,7.2,263.4,608,1.9,
 2019-09-03T11:00:00.000Z,7.2,263.4,610,1.9,
 2019-09-03T12:00:00.000Z,7.2,263.4,612,2.1,
 2019-09-03T13:00:00.000Z,7.2,263.5,621,2.2,
 2019-09-03T14:00:00.000Z,7.2,263.5,610,2,
 2019-09-03T15:00:00.000Z,7.2,263.6,612,2.1,
 2019-09-03T16:00:00.000Z,7.2,263.6,594,1.7,
 2019-09-03T17:00:00.000Z,7.2,263.6,593,2,
 2019-09-03T18:00:00.000Z,7.2,263.7,600,2.2,
 2019-09-03T19:00:00.000Z,7.2,263.7,582,2.5,
 2019-09-03T20:00:00.000Z,7.2,263.8,580,2.8,
 2019-09-03T21:00:00.000Z,7.2,263.8,582,2.6,
 2019-09-03T22:00:00.000Z,7.2,263.9,578,2.5,
 2019-09-03T23:00:00.000Z,7.2,263.9,586,2.4,
 2019-09-04T00:00:00.000Z,7.2,263.9,585,2.6,
 2019-09-04T01:00:00.000Z,7.2,264,581,2.7,
 2019-09-04T02:00:00.000Z,7.2,264,545,2.7,
 2019-09-04T03:00:00.000Z,7.2,264.1,538,2.5,
 2019-09-04T04:00:00.000Z,7.2,264.1,546,2.8,
 2019-09-04T05:00:00.000Z,7.2,264.1,551,2.8,
 2019-09-04T06:00:00.000Z,7.2,264.2,550,2.8,
 2019-09-04T07:00:00.000Z,7.2,264.2,547,2.7,
 2019-09-04T08:00:00.000Z,7.2,264.3,575,2.5,
 2019-09-04T09:00:00.000Z,7.2,264.3,501,1.8,
 2019-09-04T10:00:00.000Z,7.2,264.3,478,1.9,
 2019-09-04T11:00:00.000Z,7.2,264.4,475,1.7,
 2019-09-04T12:00:00.000Z,7.2,264.4,462,2.2,
 2019-09-04T13:00:00.000Z,7.2,264.5,437,2.2,
 2019-09-04T14:00:00.000Z,7.2,264.5,449,2.8,
 2019-09-04T15:00:00.000Z,7.2,264.5,474,3.6,
 2019-09-04T16:00:00.000Z,7.2,264.6,489,3.4,
 2019-09-04T17:00:00.000Z,7.2,264.6,516,2.9,
 2019-09-04T18:00:00.000Z,7.2,264.7,519,3.5,
 2019-09-04T19:00:00.000Z,7.2,264.7,521,3.4,
 2019-09-04T20:00:00.000Z,7.2,264.7,554,4.1,
 2019-09-04T21:00:00.000Z,7.2,264.8,555,4.2,
 2019-09-04T22:00:00.000Z,7.2,264.8,541,4,
 2019-09-04T23:00:00.000Z,7.2,264.9,543,4.3,
 2019-09-05T00:00:00.000Z,7.2,264.9,548,4.3,
 2019-09-05T01:00:00.000Z,7.2,264.9,545,3.7,
 2019-09-05T02:00:00.000Z,7.2,265,538,3.6,
 2019-09-05T03:00:00.000Z,7.2,265,539,3.6,
 2019-09-05T04:00:00.000Z,7.2,265.1,540,3.4,
 2019-09-05T05:00:00.000Z,7.2,265.1,537,2.5,
 2019-09-05T06:00:00.000Z,7.2,265.2,526,2.2,
 2019-09-05T07:00:00.000Z,7.2,265.2,517,2,
 2019-09-05T08:00:00.000Z,7.2,265.2,518,2,
 2019-09-05T09:00:00.000Z,7.2,265.3,520,1.6,
 2019-09-05T10:00:00.000Z,7.2,265.3,520,1.8,
 2019-09-05T11:00:00.000Z,7.2,265.4,520,2.8,
 2019-09-05T12:00:00.000Z,7.2,265.4,527,2.5,
 2019-09-05T13:00:00.000Z,7.2,265.4,528,3.2,
 2019-09-05T14:00:00.000Z,7.2,265.5,526,2.3,
 2019-09-05T15:00:00.000Z,7.2,265.5,489,1.5,
 2019-09-05T16:00:00.000Z,7.2,265.6,504,3,
 2019-09-05T17:00:00.000Z,7.2,265.6,493,4.9,
 2019-09-05T18:00:00.000Z,7.2,265.6,494,5.2,
 2019-09-05T19:00:00.000Z,7.2,265.7,478,5.2,
 2019-09-05T20:00:00.000Z,7.2,265.7,501,4.3,
 2019-09-05T21:00:00.000Z,7.2,265.8,522,4.1,
 2019-09-05T22:00:00.000Z,7.2,265.8,484,3.8,
 2019-09-05T23:00:00.000Z,7.2,265.8,492,3.5,
 2019-09-06T00:00:00.000Z,7.2,265.9,472,3.4,
 2019-09-06T01:00:00.000Z,7.2,265.9,485,3.8,
 2019-09-06T02:00:00.000Z,7.2,266,496,4.7,
 2019-09-06T03:00:00.000Z,7.2,266,514,3.3,
 2019-09-06T04:00:00.000Z,7.2,266,541,3.1,
 2019-09-06T05:00:00.000Z,7.2,266.1,528,3.2,
 2019-09-06T06:00:00.000Z,7.2,266.1,524,3.7,
 2019-09-06T07:00:00.000Z,7.2,266.2,516,3.5,
 2019-09-06T08:00:00.000Z,7.2,266.2,506,3.4,
 2019-09-06T09:00:00.000Z,7.2,266.3,497,3.5,
 2019-09-06T10:00:00.000Z,7.2,266.3,498,3.2,
 2019-09-06T11:00:00.000Z,7.2,266.3,501,2.5,
 2019-09-06T12:00:00.000Z,7.2,266.4,503,2.1,
 2019-09-06T13:00:00.000Z,7.2,266.4,501,2.1,
 2019-09-06T14:00:00.000Z,7.2,266.5,502,2.5,
 2019-09-06T15:00:00.000Z,7.2,266.5,481,1.5,
 2019-09-06T16:00:00.000Z,7.2,266.5,482,1.8,
 2019-09-06T17:00:00.000Z,7.2,266.6,493,2.5,
 2019-09-06T18:00:00.000Z,7.2,266.6,479,1.7,
 2019-09-06T19:00:00.000Z,7.2,266.7,486,1.4,
 2019-09-06T20:00:00.000Z,7.2,266.7,478,1.5,
 2019-09-06T21:00:00.000Z,7.2,266.7,469,2.3,
 2019-09-06T22:00:00.000Z,7.2,266.8,481,2.7,
 2019-09-06T23:00:00.000Z,7.2,266.8,491,2.2,
 2019-09-07T00:00:00.000Z,7.2,266.9,487,2.2,
 2019-09-07T01:00:00.000Z,7.2,266.9,488,2.2,
 2019-09-07T02:00:00.000Z,7.2,266.9,491,2.5,
 2019-09-07T03:00:00.000Z,7.2,267,475,2,
 2019-09-07T04:00:00.000Z,7.2,267,469,2.3,
 2019-09-07T05:00:00.000Z,7.2,267.1,472,3,
 2019-09-07T06:00:00.000Z,7.2,267.1,476,3.2,
 2019-09-07T07:00:00.000Z,7.2,267.1,457,2.9,
 2019-09-07T08:00:00.000Z,7.2,267.2,461,2.8,
 2019-09-07T09:00:00.000Z,7.2,267.2,477,2.9,
 2019-09-07T10:00:00.000Z,7.2,267.3,486,3.1,
 2019-09-07T11:00:00.000Z,7.2,267.3,470,3,
 2019-09-07T12:00:00.000Z,7.2,267.4,475,3.2,
 2019-09-07T13:00:00.000Z,7.2,267.4,474,3.4,
 2019-09-07T14:00:00.000Z,7.2,267.4,482,3.3,
 2019-09-07T15:00:00.000Z,7.2,267.5,472,3.3,
 2019-09-07T16:00:00.000Z,7.2,267.5,453,3.1,
 2019-09-07T17:00:00.000Z,7.2,267.6,453,3.6,
 2019-09-07T18:00:00.000Z,7.2,267.6,446,3.8,
 2019-09-07T19:00:00.000Z,7.2,267.6,452,4.3,
 2019-09-07T20:00:00.000Z,7.2,267.7,445,4,
 2019-09-07T21:00:00.000Z,7.2,267.7,442,4.2,
 2019-09-07T22:00:00.000Z,7.2,267.8,435,4.3,
 2019-09-07T23:00:00.000Z,7.2,267.8,427,4.4,
 2019-09-08T00:00:00.000Z,7.2,267.8,421,5.2,
 2019-09-08T01:00:00.000Z,7.2,267.9,419,5.7,
 2019-09-08T02:00:00.000Z,7.2,267.9,422,5.6,
 2019-09-08T03:00:00.000Z,7.2,268,425,6.2,
 2019-09-08T04:00:00.000Z,7.2,268,430,6.6,
 2019-09-08T05:00:00.000Z,7.2,268,430,7.1,
 2019-09-08T06:00:00.000Z,7.2,268.1,428,6.6,
 2019-09-08T07:00:00.000Z,7.2,268.1,421,6,
 2019-09-08T08:00:00.000Z,7.2,268.2,417,5.6,
 2019-09-08T09:00:00.000Z,7.2,268.2,410,4.8,
 2019-09-08T10:00:00.000Z,7.2,268.2,416,3.8,
 2019-09-08T11:00:00.000Z,7.2,268.3,428,3.9,
 2019-09-08T12:00:00.000Z,7.2,268.3,443,4.1,
 2019-09-08T13:00:00.000Z,7.2,268.4,466,3.2,
 2019-09-08T14:00:00.000Z,7.2,268.4,464,3.4,
 2019-09-08T15:00:00.000Z,7.2,268.5,454,3.2,
 2019-09-08T16:00:00.000Z,7.2,268.5,456,3.3,
 2019-09-08T17:00:00.000Z,7.2,268.5,450,2.6,
 2019-09-08T18:00:00.000Z,7.2,268.6,426,3.3,
 2019-09-08T19:00:00.000Z,7.2,268.6,421,3.9,
 2019-09-08T20:00:00.000Z,7.2,268.7,421,3.9,
 2019-09-08T21:00:00.000Z,7.2,268.7,407,4.2,
 2019-09-08T22:00:00.000Z,7.2,268.7,399,3,
 2019-09-08T23:00:00.000Z,7.2,268.8,406,4.5,
 2019-09-09T00:00:00.000Z,7.2,268.8,405,4.4,
 2019-09-09T01:00:00.000Z,7.2,268.9,401,4.2,
 2019-09-09T02:00:00.000Z,7.2,268.9,400,4,
 2019-09-09T03:00:00.000Z,7.2,268.9,401,3.8,
 2019-09-09T04:00:00.000Z,7.2,269,423,6,
 2019-09-09T05:00:00.000Z,7.2,269,431,6.6,
 2019-09-09T06:00:00.000Z,7.2,269.1,446,6.7,
 2019-09-09T07:00:00.000Z,7.2,269.1,438,6.6,
 2019-09-09T08:00:00.000Z,7.2,269.1,470,5.7,
 2019-09-09T09:00:00.000Z,7.2,269.2,515,5.5,
 2019-09-09T10:00:00.000Z,7.2,269.2,519,5.7,
 2019-09-09T11:00:00.000Z,7.2,269.3,512,4.9,
 2019-09-09T12:00:00.000Z,7.2,269.3,508,4.7,
 2019-09-09T13:00:00.000Z,7.2,269.3,517,4.6,
 2019-09-09T14:00:00.000Z,7.2,269.4,505,4.6,
 2019-09-09T15:00:00.000Z,7.2,269.4,503,4.2,
 2019-09-09T16:00:00.000Z,7.2,269.5,505,4,
 2019-09-09T17:00:00.000Z,7.2,269.5,500,4.2,
 2019-09-09T18:00:00.000Z,7.2,269.6,491,3.8,
 2019-09-09T19:00:00.000Z,7.2,269.6,494,3.4,
 2019-09-09T20:00:00.000Z,7.2,269.6,490,3.9,
 2019-09-09T21:00:00.000Z,7.2,269.7,486,3.4,
 2019-09-09T22:00:00.000Z,7.2,269.7,478,2.4,
 2019-09-09T23:00:00.000Z,7.2,269.8,475,2.7,
 2019-09-10T00:00:00.000Z,7.3,269.8,456,2.3,
 2019-09-10T01:00:00.000Z,7.3,269.8,447,2.4,
 2019-09-10T02:00:00.000Z,7.3,269.9,464,2.2,
 2019-09-10T03:00:00.000Z,7.3,269.9,489,2.1,
 2019-09-10T04:00:00.000Z,7.3,270,487,2.2,
 2019-09-10T05:00:00.000Z,7.3,270,499,2,
 2019-09-10T06:00:00.000Z,7.3,270,501,2.7,
 2019-09-10T07:00:00.000Z,7.3,270.1,489,2.6,
 2019-09-10T08:00:00.000Z,7.3,270.1,486,2.4,
 2019-09-10T09:00:00.000Z,7.3,270.2,491,2.9,
 2019-09-10T10:00:00.000Z,7.3,270.2,484,2.2,
 2019-09-10T11:00:00.000Z,7.2,270.2,500,2.8,
 2019-09-10T12:00:00.000Z,7.2,270.3,509,2.8,
 2019-09-10T13:00:00.000Z,7.2,270.3,496,2.2,
 2019-09-10T14:00:00.000Z,7.2,270.4,494,2,
 2019-09-10T15:00:00.000Z,7.2,270.4,485,1.5,
 2019-09-10T16:00:00.000Z,7.2,270.5,479,1.7,
 2019-09-10T17:00:00.000Z,7.2,270.5,474,1.5,
 2019-09-10T18:00:00.000Z,7.2,270.5,476,1.7,
 2019-09-10T19:00:00.000Z,7.2,270.6,473,1.7,
 2019-09-10T20:00:00.000Z,7.2,270.6,468,1.3,
 2019-09-10T21:00:00.000Z,7.2,270.7,464,1.3,
 2019-09-10T22:00:00.000Z,7.2,270.7,461,1.3,
 2019-09-10T23:00:00.000Z,7.2,270.7,455,1.1,
 2019-09-11T00:00:00.000Z,7.2,270.8,449,1.2,
 2019-09-11T01:00:00.000Z,7.2,270.8,455,1.7,
 2019-09-11T02:00:00.000Z,7.2,270.9,453,2.1,
 2019-09-11T03:00:00.000Z,7.2,270.9,452,2.1,
 2019-09-11T04:00:00.000Z,7.2,270.9,447,2.4,
 2019-09-11T05:00:00.000Z,7.2,271,440,2.6,
 2019-09-11T06:00:00.000Z,7.2,271,441,2.4,
 2019-09-11T07:00:00.000Z,7.2,271.1,444,2.1,
 2019-09-11T08:00:00.000Z,7.2,271.1,440,1.9,
 2019-09-11T09:00:00.000Z,7.2,271.1,444,2.4,
 2019-09-11T10:00:00.000Z,7.2,271.2,448,2.8,
 2019-09-11T11:00:00.000Z,7.2,271.2,450,2.4,
 2019-09-11T12:00:00.000Z,7.2,271.3,450,2.6,
 2019-09-11T13:00:00.000Z,7.2,271.3,441,2.5,
 2019-09-11T14:00:00.000Z,7.2,271.3,441,2.4,
 2019-09-11T15:00:00.000Z,7.2,271.4,437,2.2,
 2019-09-11T16:00:00.000Z,7.2,271.4,433,2.2,
 2019-09-11T17:00:00.000Z,7.2,271.5,430,2,
 2019-09-11T18:00:00.000Z,7.2,271.5,419,2.1,
 2019-09-11T19:00:00.000Z,7.2,271.6,415,2,
 2019-09-11T20:00:00.000Z,7.2,271.6,401,2,
 2019-09-11T21:00:00.000Z,7.2,271.6,393,2.1,
 2019-09-11T22:00:00.000Z,7.2,271.7,400,2.3,
 2019-09-11T23:00:00.000Z,7.2,271.7,399,2.4,
 2019-09-12T00:00:00.000Z,7.2,271.8,398,2.6,
 2019-09-12T01:00:00.000Z,7.2,271.8,392,2.7,
 2019-09-12T02:00:00.000Z,7.2,271.8,397,3.3,
 2019-09-12T03:00:00.000Z,7.2,271.9,404,3.4,
 2019-09-12T04:00:00.000Z,7.2,271.9,396,3.4,
 2019-09-12T05:00:00.000Z,7.2,272,401,3.9,
 2019-09-12T06:00:00.000Z,7.2,272,394,4.1,
 2019-09-12T07:00:00.000Z,7.2,272,400,4,
 2019-09-12T08:00:00.000Z,7.2,272.1,411,4.5,
 2019-09-12T09:00:00.000Z,7.2,272.1,410,4.5,
 2019-09-12T10:00:00.000Z,7.2,272.2,413,5.1,
 2019-09-12T11:00:00.000Z,7.2,272.2,412,5.4,
 2019-09-12T12:00:00.000Z,7.2,272.2,416,5.4,
 2019-09-12T13:00:00.000Z,7.2,272.3,413,5.2,
 2019-09-12T14:00:00.000Z,7.2,272.3,415,6.3,
 2019-09-12T15:00:00.000Z,7.2,272.4,410,6.5,
 2019-09-12T16:00:00.000Z,7.2,272.4,411,6.4,
 2019-09-12T17:00:00.000Z,7.2,272.5,404,8,
 2019-09-12T18:00:00.000Z,7.2,272.5,404,10.3,
 2019-09-12T19:00:00.000Z,7.2,272.5,402,11.1,
 2019-09-12T20:00:00.000Z,7.2,272.6,408,9.4,
 2019-09-12T21:00:00.000Z,7.2,272.6,419,6.7,
 2019-09-12T22:00:00.000Z,7.2,272.7,426,8,
 2019-09-12T23:00:00.000Z,7.2,272.7,438,9.6,
 2019-09-13T00:00:00.000Z,7.2,272.7,453,7.5,
 2019-09-13T01:00:00.000Z,7.2,272.8,453,5.5,
 2019-09-13T02:00:00.000Z,7.2,272.8,450,6.7,
 2019-09-13T03:00:00.000Z,7.2,272.9,464,6.9,
 2019-09-13T04:00:00.000Z,7.2,272.9,471,7.3,
 2019-09-13T05:00:00.000Z,7.2,272.9,469,7.6,
 2019-09-13T06:00:00.000Z,7.2,273,467,7.5,
 2019-09-13T07:00:00.000Z,7.2,273,477,6.8,
 2019-09-13T08:00:00.000Z,7.2,273.1,467,6.1,
 2019-09-13T09:00:00.000Z,7.2,273.1,481,6.2,
 2019-09-13T10:00:00.000Z,7.2,273.1,475,5.8,
 2019-09-13T11:00:00.000Z,7.2,273.2,480,4.2,
 2019-09-13T12:00:00.000Z,7.2,273.2,479,5.1,
 2019-09-13T13:00:00.000Z,7.2,273.3,476,4.2,
 2019-09-13T14:00:00.000Z,7.2,273.3,472,4.8,
 2019-09-13T15:00:00.000Z,7.2,273.4,470,4.1,
 2019-09-13T16:00:00.000Z,7.2,273.4,469,3.8,
 2019-09-13T17:00:00.000Z,7.2,273.4,467,2,
 2019-09-13T18:00:00.000Z,7.2,273.5,481,1.3,
 2019-09-13T19:00:00.000Z,7.2,273.5,501,1.4,
 2019-09-13T20:00:00.000Z,7.2,273.6,524,1.7,
 2019-09-13T21:00:00.000Z,7.2,273.6,541,1.7,
 2019-09-13T22:00:00.000Z,7.2,273.6,518,1.6,
 2019-09-13T23:00:00.000Z,7.2,273.7,514,1.5,
 2019-09-14T00:00:00.000Z,7.2,273.7,506,1.4,
 2019-09-14T01:00:00.000Z,7.2,273.8,495,1.4,
 2019-09-14T02:00:00.000Z,7.2,273.8,483,1.3,
 2019-09-14T03:00:00.000Z,7.2,273.8,478,1.2,
 2019-09-14T04:00:00.000Z,7.2,273.9,486,1.5,
 2019-09-14T05:00:00.000Z,7.2,273.9,489,1.7,
 2019-09-14T06:00:00.000Z,7.2,274,479,1.6,
 2019-09-14T07:00:00.000Z,7.2,274,474,1.7,
 2019-09-14T08:00:00.000Z,7.2,274,476,2,
 2019-09-14T09:00:00.000Z,7.2,274.1,465,2.2,
 2019-09-14T10:00:00.000Z,7.2,274.1,465,2.4,
 2019-09-14T11:00:00.000Z,7.2,274.2,456,2.6,
 2019-09-14T12:00:00.000Z,7.2,274.2,461,3.3,
 2019-09-14T13:00:00.000Z,7.2,274.3,457,3.3,
 2019-09-14T14:00:00.000Z,7.2,274.3,451,3.3,
 2019-09-14T15:00:00.000Z,7.2,274.3,452,3.9,
 2019-09-14T16:00:00.000Z,7.2,274.4,447,3.6,
 2019-09-14T17:00:00.000Z,7.2,274.4,445,3.4,
 2019-09-14T18:00:00.000Z,7.2,274.5,454,2.9,
 2019-09-14T19:00:00.000Z,7.2,274.5,441,2.9,
 2019-09-14T20:00:00.000Z,7.2,274.5,434,3.4,
 2019-09-14T21:00:00.000Z,7.2,274.6,429,3.7,
 2019-09-14T22:00:00.000Z,7.2,274.6,427,3.7,
 2019-09-14T23:00:00.000Z,7.2,274.7,421,3.5,
 2019-09-15T00:00:00.000Z,7.2,274.7,421,3.9,
