EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,Dist2Sun_AU,HGI_LAT_deg,HGI_LONG_deg,SW_FLOW_SPEED_km_s,SW_PROTON_DENS_protons_cm3
 1973-01-12T19:00:00.000Z,3.43,3.1,219.7,-1.00E+31,-1.00E+31
 1973-01-12T20:00:00.000Z,3.43,3.1,219.7,-1.00E+31,-1.00E+31
 1973-01-12T21:00:00.000Z,3.43,3.1,219.8,-1.00E+31,-1.00E+31
 1973-01-12T22:00:00.000Z,3.43,3.1,219.8,-1.00E+31,-1.00E+31
 1973-01-12T23:00:00.000Z,3.43,3.1,219.8,-1.00E+31,-1.00E+31
 1973-01-13T00:00:00.000Z,3.43,3.1,219.8,-1.00E+31,-1.00E+31
 1973-01-13T01:00:00.000Z,3.43,3.1,219.7,-1.00E+31,-1.00E+31
 1973-01-13T02:00:00.000Z,3.43,3.1,219.7,-1.00E+31,-1.00E+31
 1973-01-13T03:00:00.000Z,3.43,3.1,219.7,-1.00E+31,-1.00E+31
 1973-01-13T04:00:00.000Z,3.43,3.1,219.8,-1.00E+31,-1.00E+31
 1973-01-13T05:00:00.000Z,3.43,3.1,219.8,-1.00E+31,-1.00E+31
 1973-01-13T06:00:00.000Z,3.43,3.1,219.8,-1.00E+31,-1.00E+31
 1973-01-13T07:00:00.000Z,3.43,3.1,219.8,-1.00E+31,-1.00E+31
 1973-01-13T08:00:00.000Z,3.44,3.1,219.8,-1.00E+31,-1.00E+31
 1973-01-13T09:00:00.000Z,3.44,3.1,219.8,-1.00E+31,-1.00E+31
 1973-01-13T10:00:00.000Z,3.44,3.1,219.8,-1.00E+31,-1.00E+31
 1973-01-13T11:00:00.000Z,3.44,3.1,219.8,-1.00E+31,-1.00E+31
 1973-01-13T12:00:00.000Z,3.44,3.1,219.9,-1.00E+31,-1.00E+31
 1973-01-13T13:00:00.000Z,3.44,3.1,219.8,-1.00E+31,-1.00E+31
 1973-01-13T14:00:00.000Z,3.44,3.1,219.8,-1.00E+31,-1.00E+31
 1973-01-13T15:00:00.000Z,3.44,3.1,219.8,-1.00E+31,-1.00E+31
 1973-01-13T16:00:00.000Z,3.44,3.1,219.8,-1.00E+31,-1.00E+31
 1973-01-13T17:00:00.000Z,3.44,3.1,219.8,-1.00E+31,-1.00E+31
 1973-01-13T18:00:00.000Z,3.44,3.1,219.8,-1.00E+31,-1.00E+31
 1973-01-13T19:00:00.000Z,3.44,3.1,219.9,-1.00E+31,-1.00E+31
 1973-01-13T20:00:00.000Z,3.44,3.1,219.9,-1.00E+31,-1.00E+31
 1973-01-13T21:00:00.000Z,3.44,3.1,219.9,-1.00E+31,-1.00E+31
 1973-01-13T22:00:00.000Z,3.44,3.1,219.9,-1.00E+31,-1.00E+31
 1973-01-13T23:00:00.000Z,3.44,3.1,219.9,-1.00E+31,-1.00E+31
 1973-01-14T00:00:00.000Z,3.44,3.1,219.8,-1.00E+31,-1.00E+31
 1973-01-14T01:00:00.000Z,3.44,3.1,219.8,-1.00E+31,-1.00E+31
 1973-01-14T02:00:00.000Z,3.44,3.1,219.9,-1.00E+31,-1.00E+31
 1973-01-14T03:00:00.000Z,3.44,3.1,219.9,-1.00E+31,-1.00E+31
 1973-01-14T04:00:00.000Z,3.44,3.1,219.9,-1.00E+31,-1.00E+31
 1973-01-14T05:00:00.000Z,3.44,3.1,219.9,-1.00E+31,-1.00E+31
 1973-01-14T06:00:00.000Z,3.44,3.1,219.9,-1.00E+31,-1.00E+31
 1973-01-14T07:00:00.000Z,3.44,3.1,219.9,-1.00E+31,-1.00E+31
 1973-01-14T08:00:00.000Z,3.44,3.1,219.9,-1.00E+31,-1.00E+31
 1973-01-14T09:00:00.000Z,3.44,3.1,219.9,-1.00E+31,-1.00E+31
 1973-01-14T10:00:00.000Z,3.44,3.1,220,-1.00E+31,-1.00E+31
 1973-01-14T11:00:00.000Z,3.44,3.1,219.9,-1.00E+31,-1.00E+31
 1973-01-14T12:00:00.000Z,3.44,3.1,219.9,-1.00E+31,-1.00E+31
 1973-01-14T13:00:00.000Z,3.44,3.1,219.9,-1.00E+31,-1.00E+31
 1973-01-14T14:00:00.000Z,3.44,3.1,219.9,-1.00E+31,-1.00E+31
 1973-01-14T15:00:00.000Z,3.44,3.1,219.9,-1.00E+31,-1.00E+31
 1973-01-14T16:00:00.000Z,3.44,3.1,219.9,-1.00E+31,-1.00E+31
 1973-01-14T17:00:00.000Z,3.44,3.1,220,-1.00E+31,-1.00E+31
 1973-01-14T18:00:00.000Z,3.44,3.1,220,-1.00E+31,-1.00E+31
 1973-01-14T19:00:00.000Z,3.44,3.1,220,-1.00E+31,-1.00E+31
 1973-01-14T20:00:00.000Z,3.44,3.1,220,-1.00E+31,-1.00E+31
 1973-01-14T21:00:00.000Z,3.45,3.1,220,-1.00E+31,-1.00E+31
 1973-01-14T22:00:00.000Z,3.45,3.1,219.9,-1.00E+31,-1.00E+31
 1973-01-14T23:00:00.000Z,3.45,3.1,219.9,-1.00E+31,-1.00E+31
 1973-01-15T00:00:00.000Z,3.45,3.1,219.9,-1.00E+31,-1.00E+31
 1973-01-15T01:00:00.000Z,3.45,3.1,220,-1.00E+31,-1.00E+31
 1973-01-15T02:00:00.000Z,3.45,3.1,220,-1.00E+31,-1.00E+31
 1973-01-15T03:00:00.000Z,3.45,3.1,220,-1.00E+31,-1.00E+31
 1973-01-15T04:00:00.000Z,3.45,3.1,220,-1.00E+31,-1.00E+31
 1973-01-15T05:00:00.000Z,3.45,3.1,220,-1.00E+31,-1.00E+31
 1973-01-15T06:00:00.000Z,3.45,3.1,220,-1.00E+31,-1.00E+31
 1973-01-15T07:00:00.000Z,3.45,3.1,220,-1.00E+31,-1.00E+31
 1973-01-15T08:00:00.000Z,3.45,3.1,220.1,-1.00E+31,-1.00E+31
 1973-01-15T09:00:00.000Z,3.45,3.1,220,-1.00E+31,-1.00E+31
 1973-01-15T10:00:00.000Z,3.45,3.1,220,-1.00E+31,-1.00E+31
 1973-01-15T11:00:00.000Z,3.45,3.1,220,-1.00E+31,-1.00E+31
 1973-01-15T12:00:00.000Z,3.45,3.1,220,-1.00E+31,-1.00E+31
 1973-01-15T13:00:00.000Z,3.45,3.1,220,-1.00E+31,-1.00E+31
 1973-01-15T14:00:00.000Z,3.45,3.1,220,-1.00E+31,-1.00E+31
 1973-01-15T15:00:00.000Z,3.45,3.1,220,-1.00E+31,-1.00E+31
 1973-01-15T16:00:00.000Z,3.45,3.1,220.1,-1.00E+31,-1.00E+31
 1973-01-15T17:00:00.000Z,3.45,3.1,220.1,-1.00E+31,-1.00E+31
 1973-01-15T18:00:00.000Z,3.45,3.1,220.1,-1.00E+31,-1.00E+31
 1973-01-15T19:00:00.000Z,3.45,3.1,220.1,-1.00E+31,-1.00E+31
 1973-01-15T20:00:00.000Z,3.45,3.1,220,-1.00E+31,-1.00E+31
 1973-01-15T21:00:00.000Z,3.45,3.1,220,-1.00E+31,-1.00E+31
 1973-01-15T22:00:00.000Z,3.45,3.1,220,-1.00E+31,-1.00E+31
 1973-01-15T23:00:00.000Z,3.45,3.1,220.1,-1.00E+31,-1.00E+31
 1973-01-16T00:00:00.000Z,3.45,3.1,220.1,-1.00E+31,-1.00E+31
 1973-01-16T01:00:00.000Z,3.45,3.1,220.1,-1.00E+31,-1.00E+31
 1973-01-16T02:00:00.000Z,3.45,3.2,220.1,-1.00E+31,-1.00E+31
 1973-01-16T03:00:00.000Z,3.45,3.2,220.1,-1.00E+31,-1.00E+31
 1973-01-16T04:00:00.000Z,3.45,3.2,220.1,-1.00E+31,-1.00E+31
 1973-01-16T05:00:00.000Z,3.45,3.2,220.1,-1.00E+31,-1.00E+31
 1973-01-16T06:00:00.000Z,3.45,3.2,220.2,-1.00E+31,-1.00E+31
 1973-01-16T07:00:00.000Z,3.45,3.2,220.1,-1.00E+31,-1.00E+31
 1973-01-16T08:00:00.000Z,3.45,3.2,220.1,-1.00E+31,-1.00E+31
 1973-01-16T09:00:00.000Z,3.46,3.2,220.1,-1.00E+31,-1.00E+31
 1973-01-16T10:00:00.000Z,3.46,3.2,220.1,-1.00E+31,-1.00E+31
 1973-01-16T11:00:00.000Z,3.46,3.2,220.1,-1.00E+31,-1.00E+31
 1973-01-16T12:00:00.000Z,3.46,3.2,220.1,-1.00E+31,-1.00E+31
 1973-01-16T13:00:00.000Z,3.46,3.2,220.1,-1.00E+31,-1.00E+31
 1973-01-16T14:00:00.000Z,3.46,3.2,220.2,-1.00E+31,-1.00E+31
 1973-01-16T15:00:00.000Z,3.46,3.2,220.2,-1.00E+31,-1.00E+31
 1973-01-16T16:00:00.000Z,3.46,3.2,220.2,-1.00E+31,-1.00E+31
 1973-01-16T17:00:00.000Z,3.46,3.2,220.2,-1.00E+31,-1.00E+31
 1973-01-16T18:00:00.000Z,3.46,3.2,220.2,-1.00E+31,-1.00E+31
 1973-01-16T19:00:00.000Z,3.46,3.2,220.1,-1.00E+31,-1.00E+31
 1973-01-16T20:00:00.000Z,3.46,3.2,220.1,-1.00E+31,-1.00E+31
 1973-01-16T21:00:00.000Z,3.46,3.2,220.2,-1.00E+31,-1.00E+31
 1973-01-16T22:00:00.000Z,3.46,3.2,220.2,-1.00E+31,-1.00E+31
 1973-01-16T23:00:00.000Z,3.46,3.2,220.2,-1.00E+31,-1.00E+31
 1973-01-17T00:00:00.000Z,3.46,3.2,220.2,-1.00E+31,-1.00E+31
 1973-01-17T01:00:00.000Z,3.46,3.2,220.2,-1.00E+31,-1.00E+31
 1973-01-17T02:00:00.000Z,3.46,3.2,220.2,-1.00E+31,-1.00E+31
 1973-01-17T03:00:00.000Z,3.46,3.2,220.2,-1.00E+31,-1.00E+31
 1973-01-17T04:00:00.000Z,3.46,3.2,220.2,-1.00E+31,-1.00E+31
 1973-01-17T05:00:00.000Z,3.46,3.2,220.3,-1.00E+31,-1.00E+31
 1973-01-17T06:00:00.000Z,3.46,3.2,220.2,-1.00E+31,-1.00E+31
 1973-01-17T07:00:00.000Z,3.46,3.2,220.2,-1.00E+31,-1.00E+31
 1973-01-17T08:00:00.000Z,3.46,3.2,220.2,-1.00E+31,-1.00E+31
 1973-01-17T09:00:00.000Z,3.46,3.2,220.2,-1.00E+31,-1.00E+31
 1973-01-17T10:00:00.000Z,3.46,3.2,220.2,-1.00E+31,-1.00E+31
 1973-01-17T11:00:00.000Z,3.46,3.2,220.2,-1.00E+31,-1.00E+31
 1973-01-17T12:00:00.000Z,3.46,3.2,220.3,-1.00E+31,-1.00E+31
 1973-01-17T13:00:00.000Z,3.46,3.2,220.3,-1.00E+31,-1.00E+31
 1973-01-17T14:00:00.000Z,3.46,3.2,220.3,-1.00E+31,-1.00E+31
 1973-01-17T15:00:00.000Z,3.46,3.2,220.3,-1.00E+31,-1.00E+31
 1973-01-17T16:00:00.000Z,3.46,3.2,220.3,-1.00E+31,-1.00E+31
 1973-01-17T17:00:00.000Z,3.46,3.2,220.2,-1.00E+31,-1.00E+31
 1973-01-17T18:00:00.000Z,3.46,3.2,220.2,-1.00E+31,-1.00E+31
 1973-01-17T19:00:00.000Z,3.46,3.2,220.2,-1.00E+31,-1.00E+31
 1973-01-17T20:00:00.000Z,3.46,3.2,220.3,-1.00E+31,-1.00E+31
 1973-01-17T21:00:00.000Z,3.46,3.2,220.3,-1.00E+31,-1.00E+31
 1973-01-17T22:00:00.000Z,3.47,3.2,220.3,-1.00E+31,-1.00E+31
 1973-01-17T23:00:00.000Z,3.47,3.2,220.3,-1.00E+31,-1.00E+31
 1973-01-18T00:00:00.000Z,3.47,3.2,220.3,-1.00E+31,-1.00E+31
 1973-01-18T01:00:00.000Z,3.47,3.2,220.3,-1.00E+31,-1.00E+31
 1973-01-18T02:00:00.000Z,3.47,3.2,220.3,-1.00E+31,-1.00E+31
 1973-01-18T03:00:00.000Z,3.47,3.2,220.4,-1.00E+31,-1.00E+31
 1973-01-18T04:00:00.000Z,3.47,3.2,220.3,-1.00E+31,-1.00E+31
 1973-01-18T05:00:00.000Z,3.47,3.2,220.3,-1.00E+31,-1.00E+31
 1973-01-18T06:00:00.000Z,3.47,3.2,220.3,-1.00E+31,-1.00E+31
 1973-01-18T07:00:00.000Z,3.47,3.2,220.3,-1.00E+31,-1.00E+31
 1973-01-18T08:00:00.000Z,3.47,3.2,220.3,-1.00E+31,-1.00E+31
 1973-01-18T09:00:00.000Z,3.47,3.2,220.3,-1.00E+31,-1.00E+31
 1973-01-18T10:00:00.000Z,3.47,3.2,220.3,-1.00E+31,-1.00E+31
 1973-01-18T11:00:00.000Z,3.47,3.2,220.4,-1.00E+31,-1.00E+31
 1973-01-18T12:00:00.000Z,3.47,3.2,220.4,-1.00E+31,-1.00E+31
 1973-01-18T13:00:00.000Z,3.47,3.2,220.4,-1.00E+31,-1.00E+31
 1973-01-18T14:00:00.000Z,3.47,3.2,220.4,-1.00E+31,-1.00E+31
 1973-01-18T15:00:00.000Z,3.47,3.2,220.3,-1.00E+31,-1.00E+31
 1973-01-18T16:00:00.000Z,3.47,3.2,220.3,-1.00E+31,-1.00E+31
 1973-01-18T17:00:00.000Z,3.47,3.2,220.3,-1.00E+31,-1.00E+31
 1973-01-18T18:00:00.000Z,3.47,3.2,220.4,-1.00E+31,-1.00E+31
 1973-01-18T19:00:00.000Z,3.47,3.2,220.4,-1.00E+31,-1.00E+31
 1973-01-18T20:00:00.000Z,3.47,3.2,220.4,-1.00E+31,-1.00E+31
 1973-01-18T21:00:00.000Z,3.47,3.2,220.4,-1.00E+31,-1.00E+31
 1973-01-18T22:00:00.000Z,3.47,3.2,220.4,-1.00E+31,-1.00E+31
 1973-01-18T23:00:00.000Z,3.47,3.2,220.4,-1.00E+31,-1.00E+31
 1973-01-19T00:00:00.000Z,3.47,3.2,220.4,-1.00E+31,-1.00E+31
 1973-01-19T01:00:00.000Z,3.47,3.2,220.5,-1.00E+31,-1.00E+31
 1973-01-19T02:00:00.000Z,3.47,3.2,220.4,-1.00E+31,-1.00E+31
 1973-01-19T03:00:00.000Z,3.47,3.2,220.4,-1.00E+31,-1.00E+31
 1973-01-19T04:00:00.000Z,3.47,3.2,220.4,-1.00E+31,-1.00E+31
 1973-01-19T05:00:00.000Z,3.47,3.2,220.4,-1.00E+31,-1.00E+31
 1973-01-19T06:00:00.000Z,3.47,3.2,220.4,-1.00E+31,-1.00E+31
 1973-01-19T07:00:00.000Z,3.47,3.2,220.4,-1.00E+31,-1.00E+31
 1973-01-19T08:00:00.000Z,3.47,3.2,220.4,-1.00E+31,-1.00E+31
 1973-01-19T09:00:00.000Z,3.47,3.2,220.5,-1.00E+31,-1.00E+31
 1973-01-19T10:00:00.000Z,3.47,3.2,220.5,-1.00E+31,-1.00E+31
 1973-01-19T11:00:00.000Z,3.48,3.2,220.5,-1.00E+31,-1.00E+31
 1973-01-19T12:00:00.000Z,3.48,3.2,220.5,-1.00E+31,-1.00E+31
 1973-01-19T13:00:00.000Z,3.48,3.2,220.4,-1.00E+31,-1.00E+31
 1973-01-19T14:00:00.000Z,3.48,3.2,220.4,-1.00E+31,-1.00E+31
 1973-01-19T15:00:00.000Z,3.48,3.2,220.4,-1.00E+31,-1.00E+31
 1973-01-19T16:00:00.000Z,3.48,3.2,220.5,-1.00E+31,-1.00E+31
 1973-01-19T17:00:00.000Z,3.48,3.2,220.5,-1.00E+31,-1.00E+31
 1973-01-19T18:00:00.000Z,3.48,3.2,220.5,-1.00E+31,-1.00E+31
 1973-01-19T19:00:00.000Z,3.48,3.2,220.5,-1.00E+31,-1.00E+31
 1973-01-19T20:00:00.000Z,3.48,3.2,220.5,-1.00E+31,-1.00E+31
 1973-01-19T21:00:00.000Z,3.48,3.2,220.5,-1.00E+31,-1.00E+31
 1973-01-19T22:00:00.000Z,3.48,3.2,220.5,-1.00E+31,-1.00E+31
 1973-01-19T23:00:00.000Z,3.48,3.2,220.5,-1.00E+31,-1.00E+31
 1973-01-20T00:00:00.000Z,3.48,3.2,220.5,-1.00E+31,-1.00E+31
 1973-01-20T01:00:00.000Z,3.48,3.2,220.5,-1.00E+31,-1.00E+31
 1973-01-20T02:00:00.000Z,3.48,3.2,220.5,-1.00E+31,-1.00E+31
 1973-01-20T03:00:00.000Z,3.48,3.2,220.5,-1.00E+31,-1.00E+31
 1973-01-20T04:00:00.000Z,3.48,3.2,220.5,-1.00E+31,-1.00E+31
 1973-01-20T05:00:00.000Z,3.48,3.2,220.5,-1.00E+31,-1.00E+31
 1973-01-20T06:00:00.000Z,3.48,3.2,220.5,-1.00E+31,-1.00E+31
 1973-01-20T07:00:00.000Z,3.48,3.2,220.6,-1.00E+31,-1.00E+31
 1973-01-20T08:00:00.000Z,3.48,3.2,220.6,-1.00E+31,-1.00E+31
 1973-01-20T09:00:00.000Z,3.48,3.2,220.6,-1.00E+31,-1.00E+31
 1973-01-20T10:00:00.000Z,3.48,3.2,220.6,-1.00E+31,-1.00E+31
 1973-01-20T11:00:00.000Z,3.48,3.2,220.6,-1.00E+31,-1.00E+31
 1973-01-20T12:00:00.000Z,3.48,3.2,220.5,-1.00E+31,-1.00E+31
 1973-01-20T13:00:00.000Z,3.48,3.2,220.5,-1.00E+31,-1.00E+31
 1973-01-20T14:00:00.000Z,3.48,3.2,220.5,-1.00E+31,-1.00E+31
 1973-01-20T15:00:00.000Z,3.48,3.2,220.6,-1.00E+31,-1.00E+31
 1973-01-20T16:00:00.000Z,3.48,3.2,220.6,-1.00E+31,-1.00E+31
 1973-01-20T17:00:00.000Z,3.48,3.2,220.6,-1.00E+31,-1.00E+31
 1973-01-20T18:00:00.000Z,3.48,3.2,220.6,-1.00E+31,-1.00E+31
 1973-01-20T19:00:00.000Z,3.48,3.2,220.6,-1.00E+31,-1.00E+31
 1973-01-20T20:00:00.000Z,3.48,3.2,220.6,-1.00E+31,-1.00E+31
 1973-01-20T21:00:00.000Z,3.48,3.2,220.6,-1.00E+31,-1.00E+31
 1973-01-20T22:00:00.000Z,3.48,3.2,220.7,-1.00E+31,-1.00E+31
 1973-01-20T23:00:00.000Z,3.48,3.2,220.6,-1.00E+31,-1.00E+31
 1973-01-21T00:00:00.000Z,3.49,3.2,220.6,-1.00E+31,-1.00E+31
 1973-01-21T01:00:00.000Z,3.49,3.2,220.6,-1.00E+31,-1.00E+31
 1973-01-21T02:00:00.000Z,3.49,3.2,220.6,-1.00E+31,-1.00E+31
 1973-01-21T03:00:00.000Z,3.49,3.2,220.6,-1.00E+31,-1.00E+31
 1973-01-21T04:00:00.000Z,3.49,3.2,220.6,-1.00E+31,-1.00E+31
 1973-01-21T05:00:00.000Z,3.49,3.2,220.6,-1.00E+31,-1.00E+31
 1973-01-21T06:00:00.000Z,3.49,3.2,220.7,-1.00E+31,-1.00E+31
 1973-01-21T07:00:00.000Z,3.49,3.2,220.7,-1.00E+31,-1.00E+31
 1973-01-21T08:00:00.000Z,3.49,3.2,220.7,-1.00E+31,-1.00E+31
 1973-01-21T09:00:00.000Z,3.49,3.2,220.7,345.6,0.601
 1973-01-21T10:00:00.000Z,3.49,3.2,220.6,346.8,0.5533
 1973-01-21T11:00:00.000Z,3.49,3.2,220.6,349.4,0.4053
 1973-01-21T12:00:00.000Z,3.49,3.2,220.6,-1.00E+31,-1.00E+31
 1973-01-21T13:00:00.000Z,3.49,3.2,220.7,-1.00E+31,-1.00E+31
 1973-01-21T14:00:00.000Z,3.49,3.2,220.7,362.1,0.9642
 1973-01-21T15:00:00.000Z,3.49,3.2,220.7,-1.00E+31,-1.00E+31
 1973-01-21T16:00:00.000Z,3.49,3.2,220.7,-1.00E+31,-1.00E+31
 1973-01-21T17:00:00.000Z,3.49,3.2,220.7,-1.00E+31,-1.00E+31
 1973-01-21T18:00:00.000Z,3.49,3.2,220.7,-1.00E+31,-1.00E+31
 1973-01-21T19:00:00.000Z,3.49,3.2,220.7,367.3,0.873
 1973-01-21T20:00:00.000Z,3.49,3.2,220.7,-1.00E+31,-1.00E+31
 1973-01-21T21:00:00.000Z,3.49,3.2,220.7,366.6,0.9807
 1973-01-21T22:00:00.000Z,3.49,3.2,220.7,-1.00E+31,-1.00E+31
 1973-01-21T23:00:00.000Z,3.49,3.2,220.7,368.1,1.1013
 1973-01-22T00:00:00.000Z,3.49,3.2,220.7,-1.00E+31,-1.00E+31
 1973-01-22T01:00:00.000Z,3.49,3.2,220.7,-1.00E+31,-1.00E+31
 1973-01-22T02:00:00.000Z,3.49,3.2,220.7,-1.00E+31,-1.00E+31
 1973-01-22T03:00:00.000Z,3.49,3.2,220.7,375.7,0.7109
 1973-01-22T04:00:00.000Z,3.49,3.2,220.8,381.8,0.7543
 1973-01-22T05:00:00.000Z,3.49,3.2,220.8,382.1,1.4142
 1973-01-22T06:00:00.000Z,3.49,3.2,220.8,-1.00E+31,-1.00E+31
 1973-01-22T07:00:00.000Z,3.49,3.2,220.8,-1.00E+31,-1.00E+31
 1973-01-22T08:00:00.000Z,3.49,3.2,220.7,-1.00E+31,-1.00E+31
 1973-01-22T09:00:00.000Z,3.49,3.2,220.7,396.6,0.7711
 1973-01-22T10:00:00.000Z,3.49,3.2,220.7,-1.00E+31,-1.00E+31
 1973-01-22T11:00:00.000Z,3.49,3.2,220.7,412.8,0.8566
 1973-01-22T12:00:00.000Z,3.49,3.2,220.8,-1.00E+31,-1.00E+31
 1973-01-22T13:00:00.000Z,3.5,3.2,220.8,-1.00E+31,-1.00E+31
 1973-01-22T14:00:00.000Z,3.5,3.2,220.8,-1.00E+31,-1.00E+31
 1973-01-22T15:00:00.000Z,3.5,3.2,220.8,401.3,0.9391
 1973-01-22T16:00:00.000Z,3.5,3.2,220.8,-1.00E+31,-1.00E+31
 1973-01-22T17:00:00.000Z,3.5,3.2,220.8,-1.00E+31,-1.00E+31
 1973-01-22T18:00:00.000Z,3.5,3.2,220.8,-1.00E+31,-1.00E+31
 1973-01-22T19:00:00.000Z,3.5,3.2,220.8,-1.00E+31,-1.00E+31
 1973-01-22T20:00:00.000Z,3.5,3.2,220.8,-1.00E+31,-1.00E+31
 1973-01-22T21:00:00.000Z,3.5,3.2,220.8,-1.00E+31,-1.00E+31
 1973-01-22T22:00:00.000Z,3.5,3.2,220.8,-1.00E+31,-1.00E+31
 1973-01-22T23:00:00.000Z,3.5,3.2,220.8,-1.00E+31,-1.00E+31
 1973-01-23T00:00:00.000Z,3.5,3.2,220.8,-1.00E+31,-1.00E+31
 1973-01-23T01:00:00.000Z,3.5,3.2,220.8,407.3,0.9036
 1973-01-23T02:00:00.000Z,3.5,3.2,220.8,406.2,0.8747
 1973-01-23T03:00:00.000Z,3.5,3.2,220.9,408.3,0.9171
 1973-01-23T04:00:00.000Z,3.5,3.2,220.9,403,0.8309
 1973-01-23T05:00:00.000Z,3.5,3.2,220.9,-1.00E+31,-1.00E+31
 1973-01-23T06:00:00.000Z,3.5,3.2,220.8,-1.00E+31,-1.00E+31
 1973-01-23T07:00:00.000Z,3.5,3.2,220.8,-1.00E+31,-1.00E+31
 1973-01-23T08:00:00.000Z,3.5,3.2,220.8,-1.00E+31,-1.00E+31
 1973-01-23T09:00:00.000Z,3.5,3.2,220.8,-1.00E+31,-1.00E+31
 1973-01-23T10:00:00.000Z,3.5,3.2,220.9,-1.00E+31,-1.00E+31
 1973-01-23T11:00:00.000Z,3.5,3.2,220.9,-1.00E+31,-1.00E+31
 1973-01-23T12:00:00.000Z,3.5,3.2,220.9,-1.00E+31,-1.00E+31
 1973-01-23T13:00:00.000Z,3.5,3.2,220.9,-1.00E+31,-1.00E+31
 1973-01-23T14:00:00.000Z,3.5,3.2,220.9,-1.00E+31,-1.00E+31
 1973-01-23T15:00:00.000Z,3.5,3.2,220.9,-1.00E+31,-1.00E+31
 1973-01-23T16:00:00.000Z,3.5,3.2,220.9,-1.00E+31,-1.00E+31
 1973-01-23T17:00:00.000Z,3.5,3.2,220.9,398.5,0.5625
 1973-01-23T18:00:00.000Z,3.5,3.2,220.9,-1.00E+31,-1.00E+31
 1973-01-23T19:00:00.000Z,3.5,3.2,220.9,396.7,0.5052
 1973-01-23T20:00:00.000Z,3.5,3.2,220.9,-1.00E+31,-1.00E+31
